"experiment_id","symbol","timeframe","horizon","start","end","indicator_set","atr_period","sl_mult","tp_mult","trail","sizing","atr_risk_pct","fixed_lot","commission_per_side","spread_points","slippage_points","max_positions","cooldown_bars","notes"
"S8cf293a5fde1eee4","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","17","2.18","3.21","none","FIXED_LOT",,"0.39","0","8","7","1","5",""
"S715deb9574e18f36","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","1.78",,"atr1.0","FIXED_LOT",,"0.23","0","7","22","1","0",""
"S8cf3bdb9570f56f5","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","2.24","3.65","none","ATR_RISK","0.39",,"0","12","22","1","0",""
"S93853156dc68b2da","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","2.2","2.36","none","ATR_RISK","0.92",,"0","27","18","1","10",""
"S42e60e927c1be00d","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","1.97","2.29","none","ATR_RISK","0.59",,"0","12","13","1","0",""
"S08905dda403de053","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.57","2.4","none","ATR_RISK","0.71",,"0","8","2","1","0",""
"S6d5e93d00ce45905","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","1.66","1.88","none","FIXED_LOT",,"0.34","0","5","8","1","10",""
"S92567d552fab84c6","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.08","3.53","none","ATR_RISK","0.96",,"0","36","27","1","0",""
"S8c26516d47c773e5","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","1.94",,"atr1.0","ATR_RISK","0.92",,"0","33","25","1","0",""
"S1701fe443d087a78","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","15","2.57","1.42","none","ATR_RISK","0.89",,"0","4","4","2","0",""
"Sa04c56c73db3502e","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.14","3.01","none","ATR_RISK","0.7",,"0","5","5","2","0",""
"Sbd59462380c8af88","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.76","3.57","none","ATR_RISK","0.1",,"0","21","19","2","0",""
"S2ed0118fb1f1ecf2","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.74","3.6","none","ATR_RISK","0.97",,"0","25","9","2","0",""
"Scbebe3227321da41","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.23","2.66","none","ATR_RISK","0.33",,"0","12","17","2","0",""
"Saf1163359809bf06","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","1.93","1.81","none","ATR_RISK","0.29",,"0","7","11","2","5",""
"S5a160f00c0d7a28d","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.54","1.77","none","ATR_RISK","0.45",,"0","17","32","1","0",""
"Sc516b408e0119ea9","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","2.88","3.48","none","ATR_RISK","0.49",,"0","21","20","1","0",""
"Sa37874aaecb33a24","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.62","3.58","none","FIXED_LOT",,"0.26","0","32","39","1","0",""
"S4619873bc13d5649","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","15","2.75",,"atr1.0","ATR_RISK","0.28",,"0","42","51","1","0",""
"Sdff4b4b75e5b0554","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.56","1.32","none","ATR_RISK","0.24",,"0","4","6","2","0",""
"S175a00a0912ab1e4","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","2.19","1.98","none","FIXED_LOT",,"0.2","0","19","8","1","10",""
"S1106713857740060","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","2.82","2.38","none","ATR_RISK","0.81",,"0","15","12","1","5",""
"S2bf41f0f71b87527","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","1.69",,"atr1.0","ATR_RISK","0.12",,"0","23","21","2","10",""
"S27df85eb6dcaff8b","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","1.38","1.27","none","FIXED_LOT",,"0.42","0","14","16","1","5",""
"Sda770fa1d7822de3","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","1.59","2.98","none","FIXED_LOT",,"0.43","0","7","7","1","10",""
"S5423a608d4486ce6","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","1.28","2.14","none","ATR_RISK","0.83",,"0","8","3","1","5",""
"Sdf4c07f72bb23be4","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","2.5",,"atr1.0","ATR_RISK","0.71",,"0","34","13","1","0",""
"S2c57670b290a9a26","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","1.64",,"atr1.0","ATR_RISK","0.27",,"0","20","24","2","0",""
"S027a3b8114a70059","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","10","1.66","1.34","none","ATR_RISK","0.78",,"0","9","5","2","10",""
"S92b23b286da42f65","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","1.6","3.9","none","FIXED_LOT",,"0.38","0","8","9","1","0",""
"S6e2222afc7928101","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","2.08",,"atr1.0","FIXED_LOT",,"0.31","0","60","28","1","0",""
"Sb804824a93b02deb","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","1.94",,"atr1.0","ATR_RISK","0.4",,"0","4","4","2","5",""
"Sb3c5bb57a54d3911","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","2.18",,"atr1.0","FIXED_LOT",,"0.16","0","15","15","1","0",""
"Sf519730883e1a3e1","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","1.58","3.92","none","FIXED_LOT",,"0.25","0","3","7","1","10",""
"S40224c29f6e6c04b","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.5",,"atr1.0","ATR_RISK","0.87",,"0","6","25","1","0",""
"S75c1f210ab8306c7","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","1.25",,"atr1.0","ATR_RISK","0.13",,"0","104","48","1","0",""
"Sa824da5aa726dc1d","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","1.6","3.37","none","ATR_RISK","0.31",,"0","4","8","2","5",""
"S94e336fd6baf2851","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","1.87","3.7","none","ATR_RISK","0.81",,"0","8","6","1","0",""
"Scc7e09daaa45f52e","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","15","1.3","3.33","none","ATR_RISK","0.42",,"0","6","2","2","5",""
"Sb2f475aaf30c288e","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.42","3.93","none","FIXED_LOT",,"0.11","0","99","79","1","0",""
"Sd649068d052fe6fd","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.41","1.65","none","FIXED_LOT",,"0.45","0","11","14","2","0",""
"S0e035a257af2360d","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","2.41","3.64","none","FIXED_LOT",,"0.3","0","46","21","1","5",""
"S631c04d09d7016e0","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","1.8","1.81","none","ATR_RISK","0.85",,"0","28","91","1","10",""
"S84825155aab4420b","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","2.14","2.01","none","ATR_RISK","0.97",,"0","37","19","1","0",""
"S388d22931c66e39a","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.93","2.63","none","FIXED_LOT",,"0.07","0","119","48","1","0",""
"S075b63549751bd1f","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.99","2.29","none","FIXED_LOT",,"0.33","0","12","40","1","0",""
"S18f01153ed7eadf9","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","1.72","3.12","none","ATR_RISK","0.11",,"0","109","107","1","0",""
"S0d80d561eaa14cdb","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","2.66","1.87","none","ATR_RISK","0.33",,"0","6","3","1","10",""
"Sfb7a2dcab2f8f676","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.66","3.18","none","FIXED_LOT",,"0.28","0","15","49","1","5",""
"S3602114a85b32f5a","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.48","2.22","none","FIXED_LOT",,"0.19","0","20","20","1","0",""
"S4da58dc3e07a0f69","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.48","2.71","none","ATR_RISK","0.69",,"0","5","7","2","5",""
"Sc1bdfb07c927171f","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.16","3.73","none","ATR_RISK","0.52",,"0","12","7","1","10",""
"S691317b87da8f006","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","2.01","3.14","none","FIXED_LOT",,"0.17","0","21","49","2","0",""
"S5953004f82447103","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.99","1.83","none","ATR_RISK","0.52",,"0","11","9","1","0",""
"S5174a2287f62e4d4","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.48","2.44","none","FIXED_LOT",,"0.17","0","7","4","1","0",""
"Sb128d4000135cfc5","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","2.06","3.73","none","ATR_RISK","0.43",,"0","13","35","1","10",""
"S85bd13196dd3dff3","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","1.5","3.72","none","ATR_RISK","0.25",,"0","41","104","1","0",""
"Sdc2190cfa70754fa","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","1.32","1.21","none","ATR_RISK","0.17",,"0","15","8","1","0",""
"S211cb57f3b0f53ac","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","1.86","3.73","none","ATR_RISK","0.16",,"0","10","13","1","0",""
"S3019a9e390044557","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","10","1.25","2.93","none","ATR_RISK","0.71",,"0","7","9","2","0",""
"S60c599e419aaa871","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","2.79","2.75","none","FIXED_LOT",,"0.3","0","8","5","1","10",""
"S14b5d4167b2ac6ae","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.94","2.57","none","ATR_RISK","0.18",,"0","38","40","1","10",""
"Sd7b7d93c6f125042","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.47","2.18","none","ATR_RISK","0.52",,"0","49","50","1","5",""
"S1510563d8bdfca45","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","13","1.3","3.94","none","ATR_RISK","0.37",,"0","4","6","2","0",""
"Sc4f9d45dec641f68","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.21","3.13","none","FIXED_LOT",,"0.42","0","38","21","1","0",""
"S8f08fa03c4c06a14","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.19","2.6","none","ATR_RISK","0.54",,"0","57","58","2","0",""
"S97ad5ac76b45c9d7","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.47",,"atr1.0","ATR_RISK","0.78",,"0","15","3","2","5",""
"S8de385cacdc0313f","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","2.15","2.17","none","ATR_RISK","0.83",,"0","12","18","1","0",""
"S787f0141b78c1dd5","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","1.46","2.87","none","ATR_RISK","0.15",,"0","116","81","1","0",""
"Sac25fc176381809b","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.24","3.29","none","ATR_RISK","0.4",,"0","4","14","1","10",""
"Sb1e4c7f5fed218c5","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","18","2.72","1.51","none","ATR_RISK","0.97",,"0","10","3","1","10",""
"S5775362fdef6e721","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.93",,"atr1.0","ATR_RISK","0.13",,"0","34","49","1","0",""
"Sc26dc7551f51966a","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.93","2.57","none","ATR_RISK","0.27",,"0","30","60","1","0",""
"Sa7fb5e963a898b1d","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.79","3.54","none","FIXED_LOT",,"0.39","0","23","17","1","0",""
"S2b21e8123df2ef04","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","2.65","2.97","none","ATR_RISK","0.4",,"0","8","9","1","0",""
"Sfa140720aa7d21f6","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","1.82",,"atr1.0","ATR_RISK","0.81",,"0","23","10","1","0",""
"S0a8e240857d29d41","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","2.59","2.18","none","ATR_RISK","0.31",,"0","22","29","1","0",""
"Sdadb9ad2a91ff123","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.6","3.6","none","ATR_RISK","0.38",,"0","32","24","2","0",""
"Sbe0f7b73ace529e7","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","1.7","2.35","none","ATR_RISK","0.59",,"0","35","27","2","0",""
"S70cc5b9a9870a190","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.38","2.38","none","ATR_RISK","0.78",,"0","5","7","2","0",""
"S2e81a339c4c447aa","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.85",,"atr1.0","FIXED_LOT",,"0.35","0","22","59","1","10",""
"S76f27ea630ac35f1","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.28","1.96","none","ATR_RISK","0.3",,"0","12","6","1","10",""
"S992a076db473cc91","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.62","2.26","none","ATR_RISK","0.28",,"0","34","94","1","0",""
"Sd75efb782d5be8ed","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","1.4","3.42","none","ATR_RISK","0.59",,"0","24","9","1","5",""
"S44a5763b0cd23682","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","1.5","3.56","none","FIXED_LOT",,"0.31","0","30","22","2","0",""
"Sac7d0ba24da251cb","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.73","3.72","none","ATR_RISK","0.16",,"0","25","7","1","0",""
"S3173130fa8dcee9c","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","1.98",,"atr1.0","ATR_RISK","0.17",,"0","17","22","1","0",""
"S3f57a716c7a7e17c","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.22","3.12","none","FIXED_LOT",,"0.35","0","13","4","1","5",""
"S73272886ddf9244e","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.59","2.62","none","ATR_RISK","0.94",,"0","16","9","1","0",""
"Sb834de008a5a2fbe","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.09","1.75","none","ATR_RISK","0.89",,"0","22","32","2","0",""
"S40ec93a92ee0f254","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","1.86","1.78","none","ATR_RISK","0.41",,"0","24","31","2","0",""
"Sda3680458d0fa66f","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","10","2.22",,"atr1.0","ATR_RISK","0.33",,"0","23","23","1","0",""
"S1378d3cf198e5427","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","1.57","3.58","none","ATR_RISK","0.74",,"0","20","13","1","0",""
"S8f3f0a1ceaa68428","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.77","1.3","none","ATR_RISK","0.2",,"0","19","19","1","10",""
"S055c5eb02917a390","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.71","1.89","none","ATR_RISK","0.18",,"0","6","4","1","0",""
"S5ffe50c8d6a7821d","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.8","3.26","none","ATR_RISK","0.48",,"0","20","36","1","0",""
"S9ba1b8f10ec5de39","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","12","2.28","2.05","none","ATR_RISK","0.49",,"0","17","49","1","0",""
"Sdeb475bb38b91837","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","10","1.85",,"atr1.0","ATR_RISK","0.76",,"0","17","9","1","0",""
"Sc066657f9041b45c","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","1.97","3.5","none","ATR_RISK","0.34",,"0","50","29","1","10",""
"Se42ece360fff0399","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.57","2.81","none","ATR_RISK","0.46",,"0","46","110","1","0",""
"Se82361581caebc54","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","1.32","2.63","none","FIXED_LOT",,"0.43","0","4","6","1","10",""
"S232a9ac37b3bfd04","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.73","2.71","none","ATR_RISK","0.7",,"0","63","104","2","10",""
"Sda1d35ac7d475215","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","1.22",,"atr1.0","ATR_RISK","0.16",,"0","4","2","1","0",""
"Sadf2e6ed99e10291","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","2.73","3.95","none","ATR_RISK","0.79",,"0","38","29","1","0",""
"See5ab5a276f11772","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","1.78","2.93","none","FIXED_LOT",,"0.16","0","5","8","1","0",""
"Sff422ae5480f5240","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","1.96","2.72","none","FIXED_LOT",,"0.33","0","18","15","2","10",""
"S03dc74b8ae802624","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","10","2.25",,"atr1.0","FIXED_LOT",,"0.13","0","80","118","1","10",""
"S596b6d4885889303","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","2.99","1.66","none","ATR_RISK","0.44",,"0","15","22","1","10",""
"S4834436721f45b06","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.62","2.68","none","ATR_RISK","0.55",,"0","5","7","1","0",""
"Sb0505bc1c478fd34","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.13",,"atr1.0","FIXED_LOT",,"0.08","0","7","15","2","0",""
"Sec9128d923f89dc1","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","2.01","1.3","none","ATR_RISK","0.31",,"0","14","21","2","5",""
"S8afab85c20798e8b","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","2.17","3.57","none","FIXED_LOT",,"0.42","0","103","51","2","0",""
"Sbfe1b173fbe26320","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","1.4","3.91","none","ATR_RISK","0.25",,"0","11","5","1","0",""
"S16bff184b564bf6e","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.59","3.47","none","ATR_RISK","0.73",,"0","21","24","1","10",""
"Se8aab4bcb936a2a6","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","1.34",,"atr1.0","ATR_RISK","0.44",,"0","30","31","1","0",""
"S581ef66dd090e6fc","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","2.38","3.62","none","ATR_RISK","0.54",,"0","7","4","1","10",""
"Scaacee276e81b50e","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","1.65","1.7","none","ATR_RISK","0.34",,"0","10","23","2","0",""
"Sb99e531bdbe56091","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.44","1.44","none","ATR_RISK","0.81",,"0","19","54","2","0",""
"Sbde6c5516defa220","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","1.65","2.76","none","FIXED_LOT",,"0.06","0","7","4","2","0",""
"Sd1b0542edc31e506","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","1.56",,"atr1.0","ATR_RISK","0.37",,"0","22","45","2","10",""
"S9ff459b5f89cc067","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","1.69","2.02","none","ATR_RISK","0.28",,"0","56","17","1","10",""
"Sc2524068a1a4e872","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.15","2.96","none","FIXED_LOT",,"0.29","0","12","3","1","0",""
"S1b4afc92521fbcb1","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","2.48","1.39","none","ATR_RISK","0.65",,"0","4","15","1","5",""
"S812f2e6015ce8cd3","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.36","3.57","none","FIXED_LOT",,"0.15","0","4","7","2","5",""
"Se81d213793d4cf30","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","1.28","1.53","none","ATR_RISK","0.55",,"0","8","6","1","0",""
"S688b4b4e51eeecb9","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.59","3.64","none","FIXED_LOT",,"0.49","0","102","73","1","0",""
"Se159e575e20ea519","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.5","3.63","none","FIXED_LOT",,"0.26","0","36","26","1","0",""
"S1fc0699111e69595","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","1.85","2.6","none","ATR_RISK","0.17",,"0","5","5","2","0",""
"Sf1307ed84ea0df31","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","1.92","2.62","none","FIXED_LOT",,"0.2","0","11","15","1","5",""
"Sc037dd4b2fe42dc2","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","1.99","3.61","none","ATR_RISK","0.11",,"0","5","3","1","0",""
"Sfce96a2cebc138b1","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.77","3.8","none","ATR_RISK","0.11",,"0","53","12","1","0",""
"S51cd49aba423c7f1","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","10","2.54","2.96","none","ATR_RISK","0.66",,"0","24","11","2","0",""
"S787e9f49acd2ca61","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","21","2.22","1.95","none","FIXED_LOT",,"0.47","0","31","23","1","10",""
"S592993861c05543c","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.5",,"atr1.0","FIXED_LOT",,"0.5","0","21","23","1","10",""
"S069b8b45a2f849c4","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.85",,"atr1.0","ATR_RISK","0.42",,"0","95","43","2","5",""
"S54403f872b320e6b","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.11",,"atr1.0","ATR_RISK","0.94",,"0","22","24","1","10",""
"S3d5b47997ac4db9b","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","1.24",,"atr1.0","FIXED_LOT",,"0.11","0","16","40","2","0",""
"Sb8d6e40d5a0b7baa","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","2.71","1.37","none","FIXED_LOT",,"0.43","0","30","18","1","5",""
"S675df4f0c4b450ed","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","13","2.19",,"atr1.0","FIXED_LOT",,"0.1","0","3","5","1","10",""
"Se31a9d2b709ceda4","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","14","2.66","1.52","none","ATR_RISK","0.33",,"0","11","21","1","0",""
"S1251f45124712b8c","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","17","2.98","3.97","none","FIXED_LOT",,"0.19","0","17","18","1","10",""
"S82ef675a18109316","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","1.4","2.21","none","ATR_RISK","0.58",,"0","36","32","1","0",""
"Se97afd949d9f3f1f","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","1.88",,"atr1.0","ATR_RISK","0.91",,"0","15","8","2","0",""
"Sef58ed858752cc47","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.99","3.94","none","ATR_RISK","0.95",,"0","36","17","1","0",""
"Se6508f51a6972c0a","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","11","2.2","2.39","none","ATR_RISK","0.96",,"0","9","13","1","5",""
"S0a728aed1a60da0d","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.55","1.73","none","ATR_RISK","0.95",,"0","30","31","1","0",""
"Sf88bb9d20c9ac025","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","1.75","3.14","none","ATR_RISK","0.5",,"0","49","94","2","10",""
"S1bc154394ad2e86e","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","1.96","2.54","none","ATR_RISK","0.56",,"0","64","64","2","5",""
"S116c9fd83818607d","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","1.47",,"atr1.0","ATR_RISK","0.12",,"0","44","59","2","10",""
"Sda70f63055f34b13","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","2.59","3.96","none","ATR_RISK","0.36",,"0","12","31","1","5",""
"S75a6b23584b6156a","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.69",,"atr1.0","FIXED_LOT",,"0.1","0","30","22","1","0",""
"Se2f2263834463ce8","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.8",,"atr1.0","ATR_RISK","0.61",,"0","4","3","2","0",""
"Sa542469017de4c72","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.67","2.4","none","ATR_RISK","0.71",,"0","47","111","1","0",""
"Sb399996648048a46","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","20","2.53","2.61","none","ATR_RISK","0.17",,"0","51","31","1","0",""
"S6994f345440bb374","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","1.86",,"atr1.0","FIXED_LOT",,"0.11","0","6","5","2","0",""
"Sb895d0e97e70e4a8","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.58",,"atr1.0","ATR_RISK","0.51",,"0","17","15","1","0",""
"Sa546043019f55d2f","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.88","2.4","none","ATR_RISK","0.23",,"0","30","58","1","0",""
"Sc8d408c432c7758f","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","1.87",,"atr1.0","FIXED_LOT",,"0.1","0","15","14","1","0",""
"S85c5ba0df31cb934","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","2.76",,"atr1.0","ATR_RISK","0.52",,"0","6","8","1","0",""
"S8ef9271b06bf04b8","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.57","3.72","none","ATR_RISK","0.67",,"0","55","42","1","0",""
"Sa974305bd99f451f","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","2.04",,"atr1.0","ATR_RISK","0.57",,"0","24","17","1","0",""
